processes,kosaraju_time,comm_time,elapsed
4,0.037410,0.041180,0.078590
4,0.037229,0.040963,0.078191
4,0.038154,0.051643,0.089797
4,0.037690,0.039963,0.077654
4,0.037693,0.051248,0.088942
