processes,tarjan_time,comm_time,elapsed
4,0.002213,0.017484,0.019697
4,0.001616,0.014169,0.015785
4,0.001575,0.018771,0.020345
4,0.002212,0.019337,0.021549
4,0.001619,0.016763,0.018382
