processes,tarjan_time,comm_time,elapsed
1,0.001410,0.000000,0.001410
1,0.001404,0.000000,0.001404
1,0.001385,0.000000,0.001385
1,0.001411,0.000000,0.001411
1,0.001396,0.000000,0.001396
