| Version  | Processes | OMP |       Kosaraju      |    Communication     |       Elapsed       |      Speedup       |      Efficiency     |
|  Serial  |     1     |  0  |      0.5636828      |         0.0          |      0.5636828      |        1.0         |         1.0         |
| Parallel |     1     |  1  |      0.5868152      |         0.0          |      0.5868152      | 0.9605797532170265 |  0.9605797532170265 |
| Parallel |     1     |  2  |  0.5877627999999999 |         0.0          |  0.5877627999999999 | 0.9590310921344463 |  0.9590310921344463 |
| Parallel |     1     |  4  |       0.58761       |         0.0          |       0.58761       | 0.9592804751450793 |  0.9592804751450793 |
| Parallel |     1     |  8  |  0.5878939999999999 |         0.0          |  0.5878939999999999 | 0.958817065661497  |  0.958817065661497  |
| Parallel |     1     |  16 |  0.5875581999999999 |         0.0          |  0.5875581999999999 |  0.95936504673069  |   0.95936504673069  |
| Parallel |     2     |  1  | 0.24231759999999997 |       0.051676       |      0.2939934      | 1.917331477509359  |  0.9586657387546795 |
| Parallel |     2     |  2  |      0.2416916      | 0.026119000000000003 |      0.2678104      | 2.104783085346947  |  1.0523915426734736 |
| Parallel |     2     |  4  | 0.24136759999999996 | 0.026245599999999997 |       0.267613      | 2.1063356413926084 |  1.0531678206963042 |
| Parallel |     2     |  8  | 0.24121320000000002 | 0.026399799999999994 | 0.26761320000000005 | 2.1063340672283726 |  1.0531670336141863 |
| Parallel |     2     |  16 |       0.241505      | 0.036231599999999996 |      0.2777366      | 2.0295589418175353 |  1.0147794709087676 |
| Parallel |     4     |  1  | 0.11224400000000001 | 0.19399419999999998  |       0.306238      | 1.8406690221331121 | 0.46016725553327803 |
| Parallel |     4     |  2  | 0.11200299999999999 |      0.1290834       |      0.2410864      | 2.3380945586312625 |  0.5845236396578156 |
| Parallel |     4     |  4  | 0.11225260000000001 |      0.1362216       | 0.24847379999999997 | 2.2685804298078915 |  0.5671451074519729 |
| Parallel |     4     |  8  | 0.11238679999999998 |      0.1389036       | 0.25129039999999997 | 2.243152941775731  |  0.5607882354439327 |
| Parallel |     4     |  16 |       0.114507      |      0.1423454       |      0.2568522      | 2.194580385139781  |  0.5486450962849453 |
| Parallel |     8     |  1  |      0.0594576      |      0.5581954       |       0.617653      | 0.912620516697887  | 0.11407756458723588 |
| Parallel |     8     |  2  |      0.0594814      | 0.36560339999999997  |      0.4250844      | 1.3260491328310333 | 0.16575614160387916 |
| Parallel |     8     |  4  |      0.0599538      | 0.36659339999999996  |      0.4265472      | 1.3215015829432242 | 0.16518769786790302 |
| Parallel |     8     |  8  |      0.0605044      |      0.3973546       |       0.457859      | 1.2311274868463873 |  0.1538909358557984 |
| Parallel |     8     |  16 | 0.06106180000000001 |       0.417521       | 0.47858280000000003 | 1.1778166703859814 | 0.14722708379824767 |
