| Version  | Processes | OMP |       Tarjan       |   Communication    |      Elapsed       |       Speedup       |      Efficiency      |
|  Serial  |     1     |  0  |     14.0334826     |        0.0         |     14.0334826     |         1.0         |         1.0          |
| Parallel |     1     |  1  |     13.1808516     |        0.0         |     13.1808516     |  1.0646870950280631 |  1.0646870950280631  |
| Parallel |     1     |  2  | 13.216510600000001 |        0.0         | 13.216510600000001 |  1.0618145004173793 |  1.0618145004173793  |
| Parallel |     1     |  4  | 13.186203599999999 |        0.0         | 13.186203599999999 |  1.0642549611474224 |  1.0642549611474224  |
| Parallel |     1     |  8  | 13.204088000000002 |        0.0         | 13.204088000000002 |  1.062813471100768  |  1.062813471100768   |
| Parallel |     1     |  16 |     13.2180006     |        0.0         |     13.2180006     |  1.0616948073069385 |  1.0616948073069385  |
| Parallel |     2     |  1  |     3.7886142      | 3.9162392000000006 |     7.7048536      |  1.8213821220431754 |  0.9106910610215877  |
| Parallel |     2     |  2  | 4.172458799999999  |     1.9613808      |     6.1338392      |  2.287879114926912  |  1.143939557463456   |
| Parallel |     2     |  4  |     3.8528802      | 1.9608843999999999 |     5.8137644      |   2.4138375129202   |   1.2069187564601    |
| Parallel |     2     |  8  |     3.7961312      |      1.961036      |     5.7571674      |  2.4375672314131425 |  1.2187836157065712  |
| Parallel |     2     |  16 |     4.0431808      |     1.9699958      | 6.013176800000001  |  2.3337884560453963 |  1.1668942280226982  |
| Parallel |     4     |  1  |     1.5250298      |     24.2986928     | 25.823722799999995 |  0.5434337530915566 | 0.13585843827288915  |
| Parallel |     4     |  2  | 1.5267072000000002 |     18.2086988     |     19.7354058     |  0.7110815324608122 | 0.17777038311520305  |
| Parallel |     4     |  4  | 1.5279687999999998 |     18.6589904     |     20.1869592     |  0.6951756557768244 |  0.1737939139442061  |
| Parallel |     4     |  8  |     1.5297872      |      18.46625      |     19.9960372     |  0.7018131872649246 | 0.17545329681623115  |
| Parallel |     4     |  16 |      1.526048      | 18.533294199999997 |     20.0593422     |  0.6995983447552931 | 0.17489958618882329  |
| Parallel |     8     |  1  | 0.8503985999999999 |     80.0211436     |     80.8715422     |  0.1735280695562153 | 0.021691008694526913 |
| Parallel |     8     |  2  | 0.8490165999999999 |     50.3088616     | 51.157878200000006 | 0.27431713538111513 | 0.03428964192263939  |
| Parallel |     8     |  4  |     0.8486124      |     49.3801762     | 50.228788599999994 | 0.27939122147174383 | 0.03492390268396798  |
| Parallel |     8     |  8  | 0.8519615999999999 |     49.9522602     | 50.80422180000001  |  0.276226701301426  | 0.03452833766267825  |
| Parallel |     8     |  16 |     0.8522728      | 50.04129759999999  |     50.8935702     |  0.2757417596142626 | 0.03446771995178283  |
