processes,kosaraju_time,comm_time,elapsed
2,0.006974,0.001168,0.008141
2,0.006919,0.001169,0.008088
2,0.006895,0.001177,0.008072
2,0.007013,0.001187,0.008200
2,0.008883,0.001258,0.010141
