processes,kosaraju_time,comm_time,elapsed
2,0.073531,0.010405,0.083936
2,0.073345,0.010456,0.083801
2,0.072468,0.010435,0.082902
2,0.073075,0.010457,0.083532
2,0.072777,0.010420,0.083197
