processes,kosaraju_time,comm_time,elapsed
1,0.000235,0.000000,0.000235
1,0.000220,0.000000,0.000220
1,0.000234,0.000000,0.000234
1,0.000226,0.000000,0.000226
1,0.000223,0.000000,0.000223
