processes,kosaraju_time,comm_time,elapsed
8,0.000557,0.000219,0.000776
8,0.000653,0.000232,0.000885
8,0.000672,0.000248,0.000920
8,0.000515,0.000212,0.000727
8,0.000672,0.000241,0.000913
