processes,tarjan_time,comm_time,elapsed
1,4.502154,0.000000,4.502154
1,4.461925,0.000000,4.461925
1,4.417987,0.000000,4.417987
1,4.457874,0.000000,4.457874
1,4.441549,0.000000,4.441549
