| Version  | Processes | OMP |      Kosaraju      |   Communication    |      Elapsed       |      Speedup       |      Efficiency     |
|  Serial  |     1     |  0  |     81.9484208     |        0.0         |     81.9484208     |        1.0         |         1.0         |
| Parallel |     1     |  1  |     81.674317      |        0.0         |     81.674317      | 1.0033560586738668 |  1.0033560586738668 |
| Parallel |     1     |  2  | 81.81799520000001  |        0.0         | 81.81799520000001  | 1.0015940943026185 |  1.0015940943026185 |
| Parallel |     1     |  4  |     81.7172428     |        0.0         |     81.7172428     | 1.0028289990224681 |  1.0028289990224681 |
| Parallel |     1     |  8  | 81.66511699999998  |        0.0         | 81.66511699999998  | 1.003469091950239  |  1.003469091950239  |
| Parallel |     1     |  16 |     81.782134      |        0.0         |     81.782134      | 1.0020332900581927 |  1.0020332900581927 |
| Parallel |     2     |  1  | 32.682210999999995 | 3.9078765999999994 | 36.590087800000006 | 2.2396344400135595 |  1.1198172200067797 |
| Parallel |     2     |  2  |     32.7453834     |     1.9576522      |     34.7030352     | 2.3614194069111276 |  1.1807097034555638 |
| Parallel |     2     |  4  | 32.392706399999994 |     1.9572176      |     34.349924      | 2.385694384651331  |  1.1928471923256656 |
| Parallel |     2     |  8  | 32.942127600000006 |     1.9595628      |     34.9016904     | 2.3479785609467214 |  1.1739892804733607 |
| Parallel |     2     |  16 |     32.8056112     | 1.9655719999999999 | 34.771183199999996 | 2.356791263864728  |  1.178395631932364  |
| Parallel |     4     |  1  | 15.196041400000002 |     24.1730008     |     39.3690424     | 2.0815446809038973 |  0.5203861702259743 |
| Parallel |     4     |  2  | 15.203590400000001 | 17.802469600000002 | 33.006060000000005 |  2.48282954099944  |   0.62070738524986  |
| Parallel |     4     |  4  | 15.193669199999999 |      17.82189      |     33.0155596     |  2.48211515397122  |  0.620528788492805  |
| Parallel |     4     |  8  | 15.209909200000002 | 18.463850599999997 |     33.6737596     | 2.4335987954252665 |  0.6083996988563166 |
| Parallel |     4     |  16 |     15.205658      | 18.017487800000005 |     33.2231458     | 2.466606301923402  |  0.6166515754808505 |
| Parallel |     8     |  1  |     8.9638964      |     79.812245      |     88.7761414     | 0.9230905906437604 | 0.11538632383047005 |
| Parallel |     8     |  2  |     8.9687004      |     49.6940154     |     58.6627158     | 1.3969421579353474 | 0.17461776974191842 |
| Parallel |     8     |  4  |      8.952364      | 49.72910219999999  |     58.6814664     | 1.3964957903642299 | 0.17456197379552874 |
| Parallel |     8     |  8  |     8.9642878      |     50.3830492     |     59.347337      | 1.3808272610445855 |  0.1726034076305732 |
| Parallel |     8     |  16 | 8.974665600000002  |     49.7509242     |     58.7255898     | 1.3954465349618335 | 0.17443081687022918 |
