| Version  | Processes | OMP |       Kosaraju       |     Communication     |       Elapsed        |      Speedup       |      Efficiency     |
|  Serial  |     1     |  0  | 0.07110140000000001  |          0.0          | 0.07110140000000001  |        1.0         |         1.0         |
| Parallel |     1     |  1  | 0.07470079999999998  |          0.0          | 0.07470079999999998  | 0.9518157770733382 |  0.9518157770733382 |
| Parallel |     1     |  2  |       0.07424        |          0.0          |       0.07424        | 0.9577235991379311 |  0.9577235991379311 |
| Parallel |     1     |  4  |      0.0741344       |          0.0          |      0.0741344       | 0.9590878188803039 |  0.9590878188803039 |
| Parallel |     1     |  8  |      0.0746642       |          0.0          |      0.0746642       | 0.9522823521848491 |  0.9522823521848491 |
| Parallel |     1     |  16 | 0.07483039999999999  |          0.0          | 0.07483039999999999  | 0.9501673116808145 |  0.9501673116808145 |
| Parallel |     2     |  1  |       0.030049       |  0.007742799999999999 | 0.037792000000000006 | 1.8813875952582557 |  0.9406937976291279 |
| Parallel |     2     |  2  | 0.030102799999999996 | 0.0040176000000000005 |      0.0341206       | 2.0838261929743322 |  1.0419130964871661 |
| Parallel |     2     |  4  |       0.03038        |  0.004056800000000001 |      0.0344366       | 2.064704413327681  |  1.0323522066638404 |
| Parallel |     2     |  8  |      0.0302408       |       0.0042054       |      0.0344462       | 2.064128989554726  |  1.032064494777363  |
| Parallel |     2     |  16 |      0.0300336       |  0.009507000000000002 |       0.03954        | 1.7982144663631767 |  0.8991072331815884 |
| Parallel |     4     |  1  | 0.015445799999999999 |        0.026913       | 0.04235880000000001  | 1.6785508560204725 |  0.4196377140051181 |
| Parallel |     4     |  2  |       0.015233       |  0.021059799999999997 | 0.03629279999999999  | 1.959104836220959  |  0.4897762090552398 |
| Parallel |     4     |  4  |      0.0161366       |  0.021768199999999998 |      0.0379046       | 1.875798715723158  |  0.4689496789307895 |
| Parallel |     4     |  8  |       0.016036       |  0.022250399999999997 |      0.0382864       | 1.8570928580383639 | 0.46427321450959097 |
| Parallel |     4     |  16 | 0.014436399999999999 |       0.0402316       | 0.05466839999999999  | 1.3005941275032746 | 0.32514853187581866 |
| Parallel |     8     |  1  |      0.0079374       |       0.0659922       |      0.0739296       | 0.9617446868372075 | 0.12021808585465094 |
| Parallel |     8     |  2  | 0.008440999999999999 |        0.04389        |      0.0523312       | 1.358680863423732  |  0.1698351079279665 |
| Parallel |     8     |  4  |      0.0087224       |       0.0461236       | 0.054845800000000014 | 1.2963873259210366 | 0.16204841574012957 |
| Parallel |     8     |  8  |      0.0079288       |  0.05637760000000001  | 0.06430659999999999  | 1.105662560297077  | 0.13820782003713464 |
| Parallel |     8     |  16 |       0.010689       |       0.0915224       |      0.1022116       | 0.6956294588872497 | 0.08695368236090621 |
