processes,kosaraju_time,comm_time,elapsed
1,0.048696,0.000000,0.048696
1,0.048684,0.000000,0.048684
1,0.048775,0.000000,0.048775
1,0.048633,0.000000,0.048633
1,0.048864,0.000000,0.048864
