processes,kosaraju_time,comm_time,elapsed
2,0.022316,0.003147,0.025463
2,0.022248,0.003152,0.025400
2,0.022209,0.003155,0.025364
2,0.022220,0.003156,0.025375
2,0.022333,0.003138,0.025471
