processes,kosaraju_time,comm_time,elapsed
8,0.020473,0.080387,0.100860
8,0.028911,0.091460,0.120371
8,0.028641,0.087741,0.116382
8,0.021099,0.080917,0.102016
8,0.021251,0.089365,0.110616
