processes,tarjan_time,comm_time,elapsed
4,0.010957,0.093506,0.104463
4,0.010968,0.088149,0.099117
4,0.010974,0.092280,0.103254
4,0.010990,0.095857,0.106847
4,0.010959,0.092216,0.103175
