processes,tarjan_time,comm_time,elapsed
1,0.088228,0.000000,0.088228
1,0.088406,0.000000,0.088406
1,0.088227,0.000000,0.088227
1,0.088184,0.000000,0.088184
1,0.088273,0.000000,0.088273
