processes,kosaraju_time,comm_time,elapsed
8,0.000937,0.027602,0.028539
8,0.000723,0.017595,0.018318
8,0.000980,0.031828,0.032808
8,0.000716,0.024823,0.025539
8,0.000728,0.024946,0.025674
