processes,tarjan_time,comm_time,elapsed
2,0.012600,0.010842,0.023441
2,0.012662,0.010854,0.023516
2,0.012540,0.010860,0.023400
2,0.012637,0.010851,0.023488
2,0.012543,0.010857,0.023400
