processes,tarjan_time,comm_time,elapsed
4,0.004315,0.054718,0.059033
4,0.004525,0.054213,0.058738
4,0.004499,0.053995,0.058495
4,0.004361,0.060628,0.064989
4,0.004333,0.057241,0.061574
