processes,kosaraju_time,comm_time,elapsed
8,0.019461,0.085707,0.105168
8,0.019846,0.103208,0.123054
8,0.020071,0.098927,0.118997
8,0.019924,0.085474,0.105398
8,0.027698,0.096403,0.124101
