processes,kosaraju_time,comm_time,elapsed
4,0.083397,0.075945,0.159342
4,0.083401,0.082956,0.166357
4,0.082419,0.077075,0.159494
4,0.083351,0.074327,0.157678
4,0.082659,0.073609,0.156269
