processes,kosaraju_time,comm_time,elapsed
8,6.279837,29.521141,35.800978
8,6.258262,29.623282,35.881545
8,6.184420,28.593526,34.777945
8,6.238726,29.408390,35.647116
8,6.252910,28.699730,34.952640
