processes,kosaraju_time,comm_time,elapsed
8,0.020955,0.180485,0.201440
8,0.021035,0.180912,0.201947
8,0.030511,0.180506,0.211017
8,0.021232,0.180981,0.202213
8,0.020959,0.180469,0.201428
