processes,tarjan_time,comm_time,elapsed
2,0.003650,0.010472,0.014122
2,0.003637,0.008772,0.012409
2,0.003658,0.008813,0.012471
2,0.003650,0.011026,0.014676
2,0.003652,0.008773,0.012425
