processes,tarjan_time,comm_time,elapsed
2,0.003643,0.003254,0.006897
2,0.003641,0.003246,0.006887
2,0.003635,0.003225,0.006860
2,0.003642,0.003245,0.006887
2,0.003635,0.003239,0.006874
