processes,tarjan_time,comm_time,elapsed
8,0.009768,0.919259,0.929027
8,0.009823,0.917987,0.927810
8,0.009814,0.919002,0.928816
8,0.009801,0.919812,0.929612
8,0.009762,0.918114,0.927875
