processes,tarjan_time,comm_time,elapsed
4,0.000964,0.009333,0.010296
4,0.000952,0.009309,0.010261
4,0.000728,0.008415,0.009143
4,0.000874,0.008705,0.009579
4,0.000730,0.008324,0.009054
