| Version  | Processes | OMP |         Tarjan        |    Communication     |        Elapsed        |       Speedup       |      Efficiency      |
|  Serial  |     1     |  0  |  0.005797999999999999 |         0.0          |  0.005797999999999999 |         1.0         |         1.0          |
| Parallel |     1     |  1  |       0.0063082       |         0.0          |       0.0063082       |  0.9191211439079293 |  0.9191211439079293  |
| Parallel |     1     |  2  | 0.0062456000000000005 |         0.0          | 0.0062456000000000005 |  0.928333546816959  |  0.928333546816959   |
| Parallel |     1     |  4  |       0.0062836       |         0.0          |       0.0062836       |  0.9227194601820611 |  0.9227194601820611  |
| Parallel |     1     |  8  |  0.006285400000000001 |         0.0          |  0.006285400000000001 |  0.9224552136697741 |  0.9224552136697741  |
| Parallel |     1     |  16 |  0.006235599999999999 |         0.0          |  0.006235599999999999 |  0.9298223106036307 |  0.9298223106036307  |
| Parallel |     2     |  1  |        0.001778       |      0.0028756       | 0.0046538000000000005 |  1.2458635953414412 |  0.6229317976707206  |
| Parallel |     2     |  2  | 0.0017848000000000002 |       0.002997       | 0.0047815999999999996 |  1.2125648318554458 |  0.6062824159277229  |
| Parallel |     2     |  4  |       0.0018612       |       0.001704       |       0.0035656       |  1.6260937850572132 |  0.8130468925286066  |
| Parallel |     2     |  8  |       0.0017826       |       0.001948       | 0.0037304000000000005 |  1.554256916148402  |  0.777128458074201   |
| Parallel |     2     |  16 | 0.0017863999999999998 |      0.0091462       |       0.0109324       |  0.5303501518422303 | 0.26517507592111517  |
| Parallel |     4     |  1  |       0.0008496       | 0.008817199999999999 |       0.0096666       |  0.5997972399809653 | 0.14994930999524134  |
| Parallel |     4     |  2  |       0.0009148       |      0.0086408       |  0.009555600000000001 |  0.6067646196994432 |  0.1516911549248608  |
| Parallel |     4     |  4  | 0.0008696000000000001 | 0.007069400000000001 |       0.0079388       |  0.7303370786516854 | 0.18258426966292135  |
| Parallel |     4     |  8  |        0.000865       | 0.010800800000000001 |  0.011666200000000002 |  0.4969913082237574 | 0.12424782705593936  |
| Parallel |     4     |  16 |       0.0009042       |       0.028309       |       0.0292136       | 0.19846920612317548 | 0.04961730153079387  |
| Parallel |     8     |  1  |       0.0006846       |      0.0191174       |       0.0198022       | 0.29279574996717533 | 0.03659946874589692  |
| Parallel |     8     |  2  |       0.0006436       |      0.0178978       |       0.0185414       | 0.31270562093477294 | 0.03908820261684662  |
| Parallel |     8     |  4  | 0.0006598000000000001 |      0.0153388       |       0.0159984       |  0.3624112411241124 | 0.04530140514051405  |
| Parallel |     8     |  8  | 0.0006498000000000001 | 0.029593400000000002 |  0.030243399999999997 | 0.19171124939656256 | 0.02396390617457032  |
| Parallel |     8     |  16 | 0.0024123999999999994 | 0.06579339999999999  |        0.068206       | 0.08500718411869922 | 0.010625898014837402 |
