processes,tarjan_time,comm_time,elapsed
4,0.401872,6.613787,7.015659
4,0.402125,6.282413,6.684538
4,0.402478,6.287274,6.689752
4,0.402234,6.042329,6.444563
4,0.402623,5.783425,6.186049
