processes,kosaraju_time,comm_time,elapsed
1,0.130816,0.000000,0.130816
1,0.131013,0.000000,0.131013
1,0.130816,0.000000,0.130816
1,0.131053,0.000000,0.131053
1,0.131371,0.000000,0.131371
