processes,tarjan_time,comm_time,elapsed
4,0.011752,0.072482,0.084234
4,0.012278,0.074432,0.086710
4,0.012284,0.078045,0.090329
4,0.012292,0.074479,0.086771
4,0.012144,0.073506,0.085650
