processes,tarjan_time,comm_time,elapsed
2,0.024835,0.036284,0.061120
2,0.024889,0.036205,0.061093
2,0.024923,0.036149,0.061071
2,0.024846,0.036162,0.061008
2,0.024762,0.036133,0.060896
