processes,tarjan_time,comm_time,elapsed
8,0.001232,0.052758,0.053990
8,0.000935,0.060572,0.061507
8,0.000996,0.054853,0.055849
8,0.001091,0.064127,0.065218
8,0.001128,0.069883,0.071011
