processes,tarjan_time,comm_time,elapsed
4,0.000190,0.000173,0.000363
4,0.000187,0.000173,0.000360
4,0.000146,0.000137,0.000283
4,0.000188,0.000173,0.000361
4,0.000204,0.000184,0.000387
