processes,tarjan_time,comm_time,elapsed
4,0.000723,0.007466,0.008189
4,0.001034,0.007394,0.008428
4,0.001041,0.007096,0.008138
4,0.001030,0.007467,0.008497
4,0.001044,0.007408,0.008452
