processes,kosaraju_time,comm_time,elapsed
4,5.375278,5.213393,10.588671
4,5.364227,4.797244,10.161471
4,5.370303,4.554784,9.925087
4,5.365003,4.579177,9.944180
4,5.380926,4.632617,10.013543
