processes,kosaraju_time,comm_time,elapsed
2,0.102439,0.012124,0.114564
2,0.102810,0.012092,0.114902
2,0.102827,0.012097,0.114924
2,0.102957,0.012301,0.115258
2,0.102842,0.012105,0.114947
