processes,kosaraju_time,comm_time,elapsed
4,6.321923,6.054424,12.376347
4,6.342626,5.616435,11.959061
4,6.389216,6.101682,12.490899
4,6.344272,5.512591,11.856864
4,6.299564,5.975493,12.275057
