processes,kosaraju_time,comm_time,elapsed
2,13.572941,0.697597,14.270538
2,13.613221,0.697176,14.310398
2,13.543287,0.683031,14.226318
2,13.532127,0.681441,14.213568
2,13.491486,0.685342,14.176828
