processes,tarjan_time,comm_time,elapsed
1,0.137643,0.000000,0.137643
1,0.139434,0.000000,0.139434
1,0.137976,0.000000,0.137976
1,0.138126,0.000000,0.138126
1,0.137846,0.000000,0.137846
