processes,tarjan_time,comm_time,elapsed
1,0.139068,0.000000,0.139068
1,0.139513,0.000000,0.139513
1,0.138010,0.000000,0.138010
1,0.139361,0.000000,0.139361
1,0.139090,0.000000,0.139090
