processes,tarjan_time,comm_time,elapsed
4,0.249868,3.104232,3.354100
4,0.251430,2.957986,3.209415
4,0.250014,3.028498,3.278512
4,0.250840,3.084322,3.335161
4,0.250239,2.909254,3.159493
