processes,tarjan_time,comm_time,elapsed
1,2.628302,0.000000,2.628302
1,2.645231,0.000000,2.645231
1,2.615423,0.000000,2.615423
1,2.611210,0.000000,2.611210
1,2.628769,0.000000,2.628769
