processes,tarjan_time,comm_time,elapsed
2,0.731056,0.407882,1.138938
2,0.729307,0.407998,1.137305
2,0.733486,0.410360,1.143846
2,0.733208,0.407976,1.141184
2,0.733356,0.407748,1.141105
