processes,kosaraju_time,comm_time,elapsed
2,0.248688,0.049901,0.298590
2,0.245792,0.050005,0.295797
2,0.246025,0.049963,0.295988
2,0.247791,0.049998,0.297788
2,0.246694,0.049985,0.296679
