processes,tarjan_time,comm_time,elapsed
8,0.190647,18.932533,19.123180
8,0.184882,18.539397,18.724278
8,0.196105,18.385059,18.581164
8,0.182726,18.398134,18.580860
8,0.191742,19.217961,19.409703
