processes,kosaraju_time,comm_time,elapsed
1,0.031859,0.000000,0.031859
1,0.031839,0.000000,0.031839
1,0.031833,0.000000,0.031833
1,0.031839,0.000000,0.031839
1,0.031949,0.000000,0.031949
