processes,tarjan_time,comm_time,elapsed
8,0.002452,0.002696,0.005148
8,0.002050,0.006366,0.008416
8,0.002420,0.002443,0.004863
8,0.002052,0.001395,0.003447
8,0.002057,0.006239,0.008296
