processes,kosaraju_time,comm_time,elapsed
4,2.850047,3.725287,6.575334
4,2.842952,3.755893,6.598845
4,2.899947,3.925941,6.825888
4,2.882991,3.846421,6.729412
4,2.845049,3.759843,6.604892
