| Version  | Processes | OMP |      Kosaraju     |   Communication    |      Elapsed       |      Speedup       |      Efficiency     |
|  Serial  |     1     |  0  |     47.1384174    |        0.0         |     47.1384174     |        1.0         |         1.0         |
| Parallel |     1     |  1  |     48.533965     |        0.0         |     48.533965      | 0.9712459594018333 |  0.9712459594018333 |
| Parallel |     1     |  2  |     48.6549474    |        0.0         |     48.6549474     | 0.9688309189293256 |  0.9688309189293256 |
| Parallel |     1     |  4  |     48.6484354    |        0.0         |     48.6484354     | 0.9689606050516478 |  0.9689606050516478 |
| Parallel |     1     |  8  |     48.6865442    |        0.0         |     48.6865442     | 0.9682021629294445 |  0.9682021629294445 |
| Parallel |     1     |  16 |     48.5931158    |        0.0         |     48.5931158     | 0.9700636936724276 |  0.9700636936724276 |
| Parallel |     2     |  1  |     19.0613746    |     2.1400858      | 21.201460399999995 | 2.2233570947782453 |  1.1116785473891226 |
| Parallel |     2     |  2  |     19.098798     |     1.0719226      | 20.170720799999998 | 2.3369723802830094 |  1.1684861901415047 |
| Parallel |     2     |  4  |     19.0402916    |     1.0725848      |     20.1128764     | 2.3436934858307983 |  1.1718467429153991 |
| Parallel |     2     |  8  |     19.066041     |     1.0720252      |     20.1380666     | 2.340761818714017  |  1.1703809093570086 |
| Parallel |     2     |  16 |     19.0627268    |     1.0794834      |     20.1422098     | 2.340280330115517  |  1.1701401650577585 |
| Parallel |     4     |  1  |     8.0840786     |      14.27927      |     22.3633482     | 2.1078425725178307 |  0.5269606431294577 |
| Parallel |     4     |  2  | 8.084757399999999 |     11.0431598     | 19.127917200000002 | 2.464377951196903  |  0.6160944877992257 |
| Parallel |     4     |  4  | 8.076966800000001 | 11.348577200000001 | 19.425544199999997 | 2.4266201715985907 |  0.6066550428996477 |
| Parallel |     4     |  8  | 8.066404799999999 | 11.121653199999999 |     19.188058      | 2.456653893791649  |  0.6141634734479122 |
| Parallel |     4     |  16 |     8.0644018     | 11.409643200000001 | 19.474044999999997 | 2.4205765879661882 |  0.6051441469915471 |
| Parallel |     8     |  1  |     4.4242138     |      53.85704      |     58.2812538     | 0.8088092538599435 | 0.10110115673249294 |
| Parallel |     8     |  2  |     4.4310168     |     33.9925798     | 38.423596599999996 | 1.2268090853316944 |  0.1533511356664618 |
| Parallel |     8     |  4  |     4.4012494     | 34.06150220000001  |     38.4627518     | 1.2255601898978015 | 0.15319502373722518 |
| Parallel |     8     |  8  |     4.4154752     |     34.1774418     |     38.5929172     | 1.2214266456125789 | 0.15267833070157236 |
| Parallel |     8     |  16 |     4.4190634     | 34.545820199999994 | 38.964883799999996 | 1.2097666617447993 |  0.1512208327180999 |
