processes,kosaraju_time,comm_time,elapsed
2,0.007798,0.001088,0.008886
2,0.007804,0.001115,0.008919
2,0.009667,0.001349,0.011015
2,0.007785,0.001106,0.008891
2,0.007793,0.001107,0.008899
